review_id,user_id,business_id,stars,useful,funny,cool,text,date
d_0SYhbRVFR6ggc-qhkGNA,lH5vclHGFzcbUfleAHyqQA,L8rJht4Jw_BuR8gsckEWYg,3.0,0,0,0,"I went to this restaurant 2 years ago so I'm not sure if it had changed but when I went the service was one of the only good things about this place. The wait was unbearably long, restaurant was packed, the menu was ginormous so it was impossible read all the items and choose. It's was super expensive but wasn't even that good. Our waiter was amazing though.",2018-07-27 19:42:20
dmMNKBXMz3swto8gg8GgJQ,xMTCFpAayxzEh-S8BQmAww,L8rJht4Jw_BuR8gsckEWYg,3.0,0,0,0,"Ordered Curbside TOGO for an Oreo cheesecake, strawberry cheesecake, key lime cheesecake, and a Snickers bar cheesecake. Yummy!!!! They are open on Saturdays despite what it says here on the app! Curbside quoted me about 25 minutes, However it took longer than 25 minutes for my order to be delivered to my car, almost an hour. Ordered at approximately 8:24pm and finally received my cheesecakes at 9:15pm. The curbside waitress was polite and explained to us that the dessert orders were insane tonight so we understood! Cheesecakes were yummy though! :)",2014-09-28 01:15:58
eLWnmWqigYEXTTsjdEVYqg,78AcKF7OUdMVdnbIVgRQOQ,L8rJht4Jw_BuR8gsckEWYg,2.0,0,0,0,"I've had better... I went for the Asian Salad on the ""skinny"" menu. It was ok, really large portions, but lacking flavor. Panera does a better asian salad.",2015-01-22 04:00:59
zN2fkgbb5KFVAVUUmErC3A,fzh-xOjDiE_Jcy6uFsE9Zg,L8rJht4Jw_BuR8gsckEWYg,2.0,0,0,0,"Definitely not a good experience - the food was decent, well, our appetizers at least.  The entree was nothing we couldn't have gotten inside the mall at the food court. The waitress was sweet as could be but admittedly kept forgetting us, we had to ask\/remind her for everything from bread to silverware to even ordering the entree. We decided to order our cheesecake on our own at the front register thinking it'd be faster....  Twenty minutes later we regretted that choice. Our overall dinner started at 830 and it took us until 11 to walk out the door.. Last trip to this restaurant for us.",2015-05-31 03:04:49
JACqOWxtYwCnal1eQtmdOg,Ry1O_KXZHGRI8g5zBR3IcQ,L8rJht4Jw_BuR8gsckEWYg,3.0,0,0,0,"I can appreciate the Cheesecake Factory every now and then, but I'm on the fence.  The whole chain aspect and shear size of the restaurant makes it very cookie-cutter and forgettable.  Sure the space is pretty grand and offers a nice atmosphere, but the menu is gigantic and it's almost dizzying how they make you wait, rush you in, and then you can't even remember what you ate....

Yes they do make good cheesecake and it's a treat... it's also very filling... most of their portion sizes seem like they are trying to feed 2 or 3 people with each plate.

This could have been a fluke because they are always so busy, but last time I came in I just wanted to get a gift card and the hostess was very rude and told me to get them from the cashier [ with a tone that I should have known that in the first place ].  I'll let it roll off for now, but I would hire people that have more patience to be at the front of the house.",2010-12-01 13:07:45
sUgGWGKE1gWV5YHXSU6yJA,TJTn57lXyxuRKTm9nyy4hA,L8rJht4Jw_BuR8gsckEWYg,4.0,0,0,0,"What's not to love about Cheesecake Factory!!!

Been there several times (due to my fiance dragging me to South Park for shopping) and every single time the food was awesome. I tend to order their sandwiches as my fiance tends to get their entrees. I've only had one complaint (plain onions instead of the caramelized ones advertised on the menu) but it was minor. 

The service is awesome and the wait times have been short for us (under 5 mins). The star of the menu is the dessert selection. Can't go wrong with any of their cheesecake options. 

So much to try so we will definitely be returning....often!",2014-01-04 01:02:54
knTlrNck6lbXgguwEPWHRw,K6pGU8UXR4Zub5Ar8TAjnA,L8rJht4Jw_BuR8gsckEWYg,2.0,2,0,0,"So, came here for happy hour.   Nothing happy here.  Left in a sad minute.  The only happy hour items on the menu is half price appetizers from 4-6.  Disappointing because I was looking for happy hour drinks.  None.  Been to the same chain and they had happy hour drinks.  What a shame.   I left. 

This place needs to turn my frown upside down! 

Oh and they have a low sanitation rating.",2016-12-21 23:01:19
2t96-ou4h0z1u5eCXCDsiQ,BY_5_nk6kCIEbnXimiW2QQ,L8rJht4Jw_BuR8gsckEWYg,5.0,0,0,0,I'm always overwhelmed by their amazing menu. Loved my skinny Licious meal. Good balance to their amazing cheesecakes. Always a treat to visit!!!!!  I just wish the took reservations for dinner.,2017-05-29 00:20:31
5UKlz7ZHbFrPUD8Wwz5NFA,0rsVOkZcdABLz8LDgW9pYA,L8rJht4Jw_BuR8gsckEWYg,1.0,2,0,1,"Let me start by saying, Ive been to the Cheesecake Factory plenty of times but as server this was the worst experience of my life, and I'm not even exaggerating. 
The server Leticia started off decent.... she didn't know how to discuss one of the entrees with my cousin and was coming off very rude and stand off ish. On a Monday night we waited approximately 35-40 minutes on our food. Our water was empty for almost 30 mins while we waited for our food that had to be sent back several times. My aunt ordered a pasta dish that had a basil drizzle as a garnish (that was not listed) and sent it back, it took 20 mins to receive that entree (everyone was finished with their meal). There was many server errors within this experience such as bringing sauce when food is complete, not enagaging in our request, slamming spoons on the table for dessert, the list can go on. My biggest issue is ordering a salmon for  $21 and it was cold...which is ok however, when I asked for it to be sent back, when it came back to the table the entree was STILL cold! At this point I wanted to talk to a manger or something, CJ the manager who came over had every excuse in the book as to why my salmon, mashed potatoes, asparagus and cream sauce was borderline freezing (as if taken out of the cooler). He was standing there kind of going back and forth with myself and my cousin (both of which are server) trying to justify my cold dish. I specifically told him to make me a BRAND new piping hot salmon and I want it to go because we are on a time constraint and we have to leave. 2-5 minutes later he shows up with my ORIGINAL salmon in a to go container over a plate and it is STILL cold. I am pissed the h**l off! 
This night was supposed to be an amazing night for my family and I and turned out to be the worst experience I've ever had or one that I've ever seen. To top it off this fool comped my dessert as well as my aunts food but my Salmon that had issue was still on the bill. 
Because I know how this industry works paying $158 for this experience is not sitting well with me and I do not recommend this location whatsoever, this restaurant was very unprofessional and unpleasant as if it was their first day on the job. 
My family and I will not be returning!",2018-05-01 01:59:05
pppt20Z-_rncMdHFzU6Xxg,RXKZVcVmS0nYEG8YB5QkgA,L8rJht4Jw_BuR8gsckEWYg,1.0,1,0,0,Subpar services. Takes them an hour to bring you the food. Barely refilled my drink. I would blame amjads evil eye but this time its CF's fault.,2018-07-20 05:28:07
lMk7zS1IbaSboPrCRgPMwQ,L9FgCtKHSGlSGZY-1d9YcQ,L8rJht4Jw_BuR8gsckEWYg,4.0,0,0,0,"The only reason I am writing this review for a corporate restaurant is because at this location,  I had the best experience I've ever had at a Cheesecake Factory.  From the service to the timing and deliciousness of each and every course, the time spent here was well worth it. Also, at the time we visited, around 4pm on a week day... there wasn't a wait.",2015-04-17 21:18:21
o_MBrt28x5HMhZ_f05mZZQ,akKWkunkl9KM7AJ6mpx5vg,L8rJht4Jw_BuR8gsckEWYg,4.0,0,0,0,"They have a vast menu, so I've tried a lot of the items. My favorites are Sheila's chicken and avocado salad, miso salmon, and Jamaican black pepper shrimp and chicken. I ordered chicken and biscuits at my last visit and was a little disappointed due to the gravy being filmy and the biscuits being a little to hard for my liking, but that has been my only ""not so great"" visit over the last few years.",2016-02-15 03:03:34
N_MGJ9TVBV0bX8I7XOjbog,XFoGm5ayOBBJqqSuiRuiFw,L8rJht4Jw_BuR8gsckEWYg,4.0,0,0,0,"I wish I could have the team who designs the inside of these restaurants design my house.  Between the 'Factory in Chicago and the one in Charlotte, they're probably some of the prettiest places to eat.  

The food?  It's good.  I've never had the issues the other reviewers are calling the ""6 o'clock sweats"".  But the food here does seem to have some quality that leaves me feeling completely saturated.  Maybe it's one of those places that makes your eyes fall out of your head when you see the nutritional facts on their food.  
Whatever the case, the menu is pretty diverse.  I've eaten about a dozen times split between the two 'Factory restaurants I've visited and only been disappointed once.  

Their cheesecake is pretty unique.  I can down a slice of cheesecake in a sitting pretty easily, but the cake from here takes me at least 3 attempts to finish it.  But that's a good thing.  It packs all the flavor (and calories, I'm sure) of 3 slices of your typical cheesecake into one slice.  

The service has always been very good, even when it's packed, (which is often.)
Their beer list is usually pretty decent.  They usually have the typical summer wheat, a couple lagers, a dark and one or two ""local"" brews, (for Charlotte, that means Yuengling.  Chicago was Goose Island.)  Nothing extravagant, but their beer selection does a good job of matching the light, stylish mood of the restaurant.

It's pricey, but I don't come here when I'm searching for a good value.  I come when I'm looking for a reliable menu and a lot of atmosphere.  

If you've never been, you really do need to try it.  For the cheesecake if nothing else.",2009-03-27 20:06:54
3YVZBCf38tpWunO-y0KP4w,lHtsjMiSCzMkpm_bKY8XUA,L8rJht4Jw_BuR8gsckEWYg,3.0,1,1,1,"Im a regular takeout guy, & every time i call its  
Long time to pickup the phone, understandable 
They're busy but it's consistent. Then as of a few months ago they removed the only dish i ordered every time I call!",2015-09-13 15:49:38
yUUrmOgDFYpNjjQ9O3wVQA,tXKYIunKB2HF3Q2moMoRLw,L8rJht4Jw_BuR8gsckEWYg,1.0,0,0,0,"I went to Cheesecake Factory for my one year anniversary. I ordered the bang bang chicken and shrimp thinking that it would be Spicy but it was sweet. Too sweet! I took two bites and are half of my wife's meal. The server was rude from the get go, giving us a dirty look because we didn't want an appetizer. After an hour of us sitting there she came by and saw that I didn't eat my food. She asked why I didn't eat and I said it was too sweet. She asked if I wanted something else and I said no. It had already been an hour and I had eaten half of my wife's food. When I got the bill I realized she left my dish on there. I was already mad so I paid it and vowed never to go back. I left an email of my experience at the corporate website and still haven't gotten a reply. If that's how they do business, screw them.",2018-06-22 22:57:57
8X_EfETSEZ4I0J6Fg3-Ivw,jcURiDqCLY7AOqo8KClJnQ,L8rJht4Jw_BuR8gsckEWYg,3.0,3,0,1,"I alway have a love\/hate relationship with Cheesecake Factory. I love their food but I hate that you can't make a reservation, the waits is alway forever, and the portion is alway so damn big. 
On the cold Sunday, it's no different. We were excited to have brunch at Cheesecake. Arrived at 12:30. Didn't get seated til 1:45pm but our waitress couldn't take our orders til after 2pm so we missed our brunch deadline! So I opted for small plates of chicken samosas and the crab cakes balls. Both were very salty. Therefore, I couldn't finish it. My usual herb crusted salmon with mashed potatoes was great. The kids love their options. All in all. Service was great. Our food took a long time to get to us as usual due to how busy they are. And it's nothing new there. But again, our server was doing the best she can!",2018-01-12 13:21:33
oHB_GpBVti-E2dTsjaBNJA,u8ipkF_PwdoybLOz4v-p3Q,L8rJht4Jw_BuR8gsckEWYg,3.0,0,2,0,"I used to think this was the best restaurant in the universe. Thankfully, my dining tastes have come a long way since college. The cheesecake is divine, the entrees decent, but this place in NO WAY is worth a 40-minute wait at 5:30 on a Saturday night. Not to mention, the service sucks and the clientele was, um ... Let's just say Cheesecake Factory is 'fine dining' for the Applebee's crowd.",2013-09-08 04:01:09
cvd752HrJWS4XADjsVdqYg,KdexguR6S0GPyAuTO10Yww,L8rJht4Jw_BuR8gsckEWYg,2.0,0,0,0,"The cheesecake was obviously 5 stars, this is the Cheesecake Factory you'd expect with that name that they'd get that right at least. 

This may be the worst Cheesecake Factory I've ever been to. The waits are ridiculous, the traffic from the mall combined with the fact that it's the only Cheesecake Factory makes for exceptionally long waits throughout the day (despite many open tables within my line of vision). 

They are ridiculously over priced - especially for the quality of food. I'd say average at best, but nothing that warrants the price tag. The salmon is tasteless (they sell it as fresh lol). Chicken is dry, some pasta noodles were hard still towards the ends. Had a salad that cost me $13ish and was soggy as hell. 

Service is hit or miss.

Come here for the cheesecake, and that's all.",2016-11-15 07:24:41
rGtTnTM-pLNevUNMljFczg,jUA_M0ZqI4hRND3G8D1SFA,L8rJht4Jw_BuR8gsckEWYg,1.0,0,0,0,"Think wisely about when you go eat. We went at the beginning of lunch, trying to beat the rush. We were promptly seated, which was great. However, that is where the good news ended. Our server lacked attentiveness. I fully understand being busy; but she definitely made a judgment call and decided our table didn't merit as much attention as other tables. Our food was not hot and had no flavor (I ordered a chicken avocado club). I informed the server and she shrugged, complained about the kitchen and then went back to her other tables. At no point did she make any offers regarding our poorly prepared food. However, she gave the table next to is free cheesecake because they had the same issue. Look, I don't need free cheesecake, but I expect you to acknowledge a complaint about my meal. She then failed to ask us if we needed anything else.  Instead, she brought our checks and moved on. Poor service. I tipped her more than I should have (she deserved a penny, but I gave 10%). I live in the Southpark area and will never return there.
Also, it took over 2 hours from start to finish. What's worse? I am still hungry because I did not eat my abysmal food.",2017-03-18 17:36:10
OhneBaieJ1YfLgV-Y5VWQw,NFi4pukXVzo5osRTC4zZ6w,L8rJht4Jw_BuR8gsckEWYg,3.0,0,0,0,"Not the place to go to if you are in any hurry or hungry. I was fine with the 1 hour wait, but then to order food and after an hour still hasn't arrived. Finally an hour and 15 min later food does arrive. Food was good, had the Steak Diane which had steak medallions and mashed potatoes. Came out hot and flavored just right. The wait was discouraging, but food made up for it a little. Sever could have checked in on us a little bit more often. So to clarify we arrived at 6:15pm and paid our bill and left at 9pm.",2018-09-30 00:30:23
7wVpHJezicMmr2SS1eLHww,DZttoxS8FhGA93f-e6n8bg,L8rJht4Jw_BuR8gsckEWYg,2.0,1,0,0,"This is he first time I have eaten at a Cheesecake in YEARS. Decided, why not? Well, ended up leaving before receiving all of our food. To start off, my other and I each ordered a cocktail. Mine came maybe 10 minutes after ordering it but it took my other's close to 30 minutes to receive his drink. And that was after complaining. Apparently the bar ran out of one of the ingredients required to make his drink but the bartender just didn't have time to go grab it from storage..... we also placed an order for the chicken samosas, the loaded tots and the cheeseburger egg rolls. 30 minutes after placing our food order we finally received the cheeseburger egg rolls and the crab cake bites.... (what??????). That is when we found out that they were out of the tots... the waitress never came back to tell us about the tots being sold out and just decided to bring us something else?? Finally our samosas came and as she was bringing them to our table, half of them, including the sauce came flying off the plate and splattered all over the ground. Needless to say, this experience has reminded me why I haven't been here in years and definitely do not plan on coming back again.",2018-07-28 19:18:10
AW3MuFea6K18x1TWSwYeyA,09frH8afEs7eEaLYpKPJ7w,L8rJht4Jw_BuR8gsckEWYg,4.0,0,0,1,"Great go to restaurant when you are just not sure what you want or you are dining with finicky folks.  Their menu is so all encompassing you'll have a hard choosing a dish.  Simply cannot go wrong with a salad from Cheesecake Factory, Santa Fe is my go to one and I get it near on every visit.",2016-10-29 12:55:43
mbqbnIfhZsWc0t7pKpX1rA,58hIJ0PNMIAXe-0EdVNoww,L8rJht4Jw_BuR8gsckEWYg,5.0,1,0,1,"The food is ok at this restaurant, but in my opinion is quite overpriced and not worth the massive lines that are ALWAYS there.
But what IS worth the wait? THE CHEESECAKES! You will wait about 20 minutes (expect to add to that on a Saturday night) to order and receive your cheeaecake, but it is soooooooooooo worth the wait. They have at least 30 different varieties to pick from (which makes for a few minutes of intense anxiety when deciding) and I haven't had a bad one yet! 
Take my advice, go eat your meal somewhere else and take the money you save and then come here and buy extra slices of this heavenly cheesecake!",2015-10-11 14:14:54
12HRs_ziNEiVoFmNG2vz2g,_bkLk7ZQgRXI7ksKTED0Ew,L8rJht4Jw_BuR8gsckEWYg,1.0,0,1,1,"HUGE disappointment. We had an extremely poor experience on Sun 10\/15. Our server forgot our bread, did not bring us appetizer plates for our appetizer, then my husband's beef was very undercooked. When reported to the server she replied that ""they won't do anything because there's less than half left"" She, herself realized this was a ridiculous statement as demonstrated when she nervously glanced at the plate which was 95% full and only a couple of bites taken. She had already passed by the table a couple of times, glanced at his plate and never once asked if his meal was ok. I ordered the same entree and also had undercooked meat but less so than my husband, however even though there was also a good portion of my meal remaining she did not ask how mine was and if I was satisfied. She proceeded to ask if we wanted dessert, then brought the dessert before clearing the dinner plates, and without fresh utensils or napkins. 
We'd have requested a manager on the spot but we were in with our daughter who is only home for the weekend and we chose to try and enjoy the remainder of the meal with her. Katelyn was our server and her service was awful and she should be coached. I will be contacting a manager tomorrow, Monday. 
What a wasted of time and money.",2017-10-15 21:58:28
0CXbbuv821CF1OjpZGHknw,8QOqmDcI-u2TGbVt-O97jw,L8rJht4Jw_BuR8gsckEWYg,4.0,0,0,0,"Besides the ludicrous decor, I enjoyed eating here. Even with the Eye of Sauron watching me.",2018-06-21 23:11:21
LOoIl0dtbrJLlw_kINK1Mg,V4NrfAH-lHlbAUUZ7nTVCQ,L8rJht4Jw_BuR8gsckEWYg,2.0,0,0,0,"Arrived at 10pm on a Saturday night with a party of 9. Was told it would be an hour wait. The timing was totally off b\/c they sat us in 15mins. We should've known then that it was too good to be true. My husband ordered a beverage, but never received it throughout the course of our meal. We ordered our dinner around 10:30pm and it took about 45mins to receive our food. We were told by the waiter that it takes a long time to cook a steak well. Really? First of all, you don't tell your customers an excuse like that. It doesn't take that long to cook a steak well either. Then when the food came out, my entree was cold. So that tells me that most of our food was already done but not brought out. Once we receive our food, we saw the waiter one time, then never again. We waited at least 15mins after we finished eating just to get the check. At this point my party is very irritated and just want to leave. We finally asked 2 other servers for a manager. One server stated that the managers were very busy. I told him that they shouldn't be too busy if a customer is requesting to see them. The manager comes out and asked if everything was ok? We all said no, not at all. As he walks over to me, i hear him mumble under his breath, ""everything hasn't been ok for me tonight either."" Or something to that effect. When I asked him what did he say for clarification, he changed his words and said ""what's wrong?"" Like he really cared. Well after explaining to him about all of our problems and he could see that our table was full of dishes, meaning no one had been by to clear the table, offer dessert or coffee. He apologizes for everything, comps my meal but didn't offer anything else for the rest of my family that traveled out of town and are here for the first time. This was a very bad experience at cheesecake all together, including how the manager handled the situation. Highly disappointed in the Cheesecake Factory.",2015-07-19 13:31:57
eM1qbtJpedWmsie-q9sSwA,66Clm9PflKrplfrXzwgqWw,L8rJht4Jw_BuR8gsckEWYg,5.0,0,0,0,"Very extensive menu!!! I had about 5 things I was torn between after reading many reviews but went with what my Dad recommended prior to my first visit...MEATLOAF!!

Meatloaf was the bomb.com!!! Best I have had out in years and you get so much of it!! Don't get enough of the corn that comes with it and is the bomb also.

Got the best cheesecake ever also...had a weird name like Christopher ' s out there cake or something. Was like German chocolate cake but cheesecake....it was so good!! 

Out of all the wonderful tempting choices, the ones I made I was highly satisfied with. Be prepared to spend some money but it is a fancy (and frigid) restaurant.

Wish they had more locations in NC and more than 1 in the citys  they are in.",2015-06-12 06:22:47
eWiic-g2VOXJmqgx1polNw,q1kbqjao7jHcorNlUZ8gGw,L8rJht4Jw_BuR8gsckEWYg,3.0,1,0,0,"For a first timer I must say I was overwhelmed. They had a wide array of choices on the menu. If you don't know exactly what you want you will be searching for awhile. I will say that the bread they served was GREAT and I could not get enough. I ended up ordering the Chicken Riesling. It was good, but it felt like it was missing additional seasoning in the sauce. 

They are very generous with serving size, and I was able to take some home. Next time I go I will definitely have to try the cheesecake.",2017-06-10 22:30:53
4Xlv_xLAG1RrCNqHJO-Oow,62GNFh5FySkA3MbrQmnqvg,L8rJht4Jw_BuR8gsckEWYg,3.0,9,5,3,"Walking into The Cheesecake Factory (at night) reminds me of a Las Vegas Casino.  Not the downtown casinos that are all closed in and almost claustrophobic, mind you, but the expansive Steve Wynn casinos on the strip.  It's huge.  It borders on gaudy, but in a nice way.  You also can't really tell what time of day it is - probably so you don't mind how long you wait for your server to come back to you (though we did).

I'd imagine that during the day, the monstrous windows in the front of the place give it a ton of light, and it would be a completely different feel, but at night, it just gave that vibe.  The noise is pretty incredible too - like the old noise of casinos (they don't have noise any more, sad to say).

As to the food - pretty impressive overall.  I just wish that they didn't have 300 items on the menu.  And I didn't count, the server gave that number when I asked for a suggestion since I didn't feel like opening the tome of selections.  I eventually settled on one of the items from the specials list (Caramel Chicken).

We also had some crab cake appetizers, a massive double BBQ burger, a chicken sandwich and an order of popcorn shrimp.  The fried food overall was the worst.  The burger was good, but huge.  The crab cakes were surprisingly good.   It was really the service that did them in, but to their credit the manager (or someone doing an imitation of a manger) came out to tell us that the food would be out some time.  Then we had to also wait on the bill, and to pay the bill, and so on...

If I had any suggestions, it would be for them to go on ""Kitchen Nightmares"" with Gordon Ramsay.  Not because the place isn't clean - it's immaculate.  But the size of the menu, coupled with the portion size, is insane.  Cut the menu in half (or quarters), and do the same with the portions.  They could even shave something off the price at the same time.

That way every person wouldn't be walking out with leftovers and they wouldn't have to spend so much time at every table trying to help diners navigate the menu.  Not to mention, there would be room for dessert.  You know, the cheesecake?",2009-11-04 13:14:14
k8vvFa4YUj15D3S5RQrxOg,N0-G-z_ZTgMx44GdHYad1w,L8rJht4Jw_BuR8gsckEWYg,3.0,3,0,0,"It pains me to write this review, because ordinarily, going to the Cheesecake Factory is such a treat! (We don't have one in Greensboro, NC). Sure, it's not ""fine dining"", but the food is always good and the portions are so large! With that said, my sister threw me a baby shower at this location on 2\/13\/16. They don't take reservations per se, but my sister was assured, 3 weeks ahead of time, that they would hold the back room open for our party of 25. My sister called the morning of the shower to make sure everything was still a go. This was around 10:45 am and she was notified that there was already a line of patrons outside the door. We hurried to the restaurant and arrived around 11:30 am and were told that the room and tables we were promised had already been taken!!

We decided to stay and wait, as invitations had been mailed out, and it was too late to change locations. Suffice it to say, we did not get seated until after 1 pm. This was difficult for me because I am 9 months pregnant and hadn't eaten because I never anticipated the wait. 

I ordered my favorite, Chicken Madeira, which was good as always, but the occasion was really ruined by the long wait.",2016-02-16 00:25:44
gMzYJ4PwfhwQ4D6qYF8JcQ,CtIBG55GolSXI3qjcQFExg,L8rJht4Jw_BuR8gsckEWYg,3.0,0,0,0,"Last night, I called and made reservations for today at 2pm to celebrate our son's end of middle school time. I was told to arrive at 2pm because the table would be given away at 2:10pm. Our party of four arrived at 1:45pm to learn the person who answered the phone did not record our reservation. The hostess was less than helpful and gave us a pager to wait like the other 25 parties there! Dissatisfied, I grabbed a manager who was gracious enough to rectify the situation. 

Our waitress was kind and pretty attentive. Our entree selections included shepherd's pie, shrimp scampi without tomatoes that arrived with tomatoes, kids' pizza and a Cuban sandwich. Everything tasted ok. If you do have the shrimp pasta, know that it comes with five shrimp, not many noodles and barely any ""sauce"". Oh and we did have a good appetizer, the buffalo blasts!

Known for their cheesecake selections, you can't go wrong. I have a caramel pecan turtle concoction waiting in the fridge for me now. It will make up for the beginning of our experience.",2017-06-09 23:17:46
dSF7ygUsPROZu1SpN-ueVw,OysN7UwSbJczdxck_Uv_Mg,L8rJht4Jw_BuR8gsckEWYg,4.0,1,0,0,"Great food.. Slow service, I mean really slow bordering on bad service. We went at lunch when the restaurant was not crowded .. I had the lunch Asian chicken lettuce tacos. They were fantastic. The twins ordered kid meals. The first was the chicken tender kids meal. One of the best kids meals I have seen. Highly recommended for kids. The second  kids meal was the burger sliders they were just ok. The kids fries are served in a silver bucket which the kids love. We had for dessert the Oreo cheesecake.. Safe choice for anyone. It was more than enough for one adult and 2 school aged kids.",2015-07-19 13:49:28
R_e9rVZUEy_fe0c-l7zcbw,gme4d_gCiAAnsGdIRAx7nA,L8rJht4Jw_BuR8gsckEWYg,3.0,0,0,0,"I've had Cheesecake Factory many times and each time I think the food is average. It's way overpriced for the quality served. Today I got the fish tacos, $15. The presentation looks great but the I could taste everything but the fish. The fish was unfortunately bland. I've had better for a lot cheaper at food trucks. I think everything on the menu is way overpriced and there are just way too many items to choose from. 

I think the cheesecakes are worth the money, they are delicious, but the actual food is really not. I'd enjoy the experience more if it wasn't so pricey. I usually don't dine here but a friend of mine wanted to for the cheesecake. 

The service is so so. Our waiter smelt of cigarettes which was a super buzz kill and really unappealing because we were about to eat. He came and went really quickly just to take our orders and serve the food but we never got a refill. We hardly saw him. I'd also like to mention that the floor is always slippery at every Cheesecake Factory I've ever been too and this one is no exception. Maybe it's the wax they use but they should reconsider this as it is prone to lead to accidents and injury. 

Probably would only come back for dessert but nothing else.",2017-06-30 23:54:02
UFcJHZST9ml2ARQSVIgW3g,LwvPZ1bQt5-Zl1xxPberVQ,L8rJht4Jw_BuR8gsckEWYg,5.0,0,1,0,"My one student wrote her review for YELP! Club about Cheesecake Factory, so this is actually Fiorella's review (6th grade student):

My experience at Cheesecake Factory was very delightful. The service was excellent because our server Angelo was kind and patient when we were ordering. The cleanliness was very good considering the amount of time the servers have to clean the table, since there are so many customers. The time we had to wait to be seated was understandable because Cheesecake Factory is always crowded. Overall my experience was very good. I would definitely recommend this restaurant to friends.",2014-02-12 14:48:39
cO0wNNHJLexrq2239FBG_A,5CgjjDAic2-FAvCtiHpytA,L8rJht4Jw_BuR8gsckEWYg,1.0,1,1,0,"Tried to place a Togo order and waited over 12 minutes and no one picked up when I was transferred. Called back again to see if someone can take my order and she said she didn't know if someone was in the bakery. I asked to speak to a manager and she put me on hold and I waited for over 5 mins. I hung up. I emailed a complaint but their website and I was told I would be contacted soon. Three days later no one contacted me. I emailed them again and I was called within an hour. I missed their call but they never left a message. I called right back and told whoever answered that I'm returning a call to a manager but don't know which one but it was for a complaint. He put me on hold and guess what....I waited another 10 mins and no one picked up!! Pathetic that I'm complaining about waiting and then have the same thing happened to me again. I called again and another guy answers and I tell him my issues and he says oh well a manager is standing to me right now. Oh ok, well why didn't they pick up?? Manager who answered was female and I told her my whole issue, she seemed like she wasn't paying attention because she paused for a long time and said that she wasn't working that day and didn't know what happened. Really???? That's the response I get? I asked why it took so long for a manager to get on the phone (10 mins) and she said it takes about 2-3 mins to get to the office to answer it. Ok, doesn't make any sense. I asked for the general manager and she said he would call me. He never called me but she called me and left me a voice mail asking to call back ASAP because she talked to the general manager and they want to try to get this resolved. Guess what? I called back within an hour and she went home. I left a message for whoever answered and she never called me back!! Horrible management. The GM emailed me a generic email apologizing. Crappy management and service.",2015-09-14 01:56:45
jPdatfv9cFSnaKxrDuaCFQ,t0HucSTxqwBU8SILnqgcAA,L8rJht4Jw_BuR8gsckEWYg,5.0,0,0,0,AMAZING FOOD! Me and my family went on Wednesday for some drinks at the bar at our server Bria was spot on! And I mean PERFECT! Even when I had a problem she fixed it quick and made it happen! Thanks so much Bria! We'll be back for some more cheesecake! :),2016-12-23 02:15:04
KQG-nIM_IMxzjRpLUVUKhw,S6XOGg1gJ-5iNWj0Au-zgw,L8rJht4Jw_BuR8gsckEWYg,1.0,1,0,0,"This  CF location has gone down in the last year or so. We have noticed several service issues, especially when dining in the bar area.  At our last outing, our server took almost 10 minutes to come to the table after we sat down to greet us, pass out menus and take drink orders. She was slow to bring drinks, didn't bring a side salad that was requested before the meal. The food was subpar, and they totally botched my order by giving me the wrong dish.  Everyone's food also arrived lukewarm, like it had been sitting for a while.

We did address it with the manager who was apologetic and discounted the bill. We were treating an out of town guest who had never been to CF before and were totally embarrassed that we had brought him here. We walked out thinking we should have gone somewhere else in the South Park area. Eating out is becoming more and more of a luxury and it is disappointing when you got out expecting a nice dining experience and  get bad service and bad food. We will not be returning to CF anytime soon and I can no longer recommend it.

UPDATED :10\/13\/14- After making a complaint on the the company website regarding the above visit, we were sent a $25 e Gift  card. We redeemed the card at brunch  about a week a ago and had a good meal and great service. We intentionally sat in the restaurant, not the bar area. I don't know if I would ever have meal service in the bar area again. IMHO the servers are better trained in the restaurant area than those that serve in the bar area.",2014-08-14 17:57:06
swIxrNMFkHlfCjNO4JK8Vw,3ZspXDft6Dq2AhJNYmAIIQ,L8rJht4Jw_BuR8gsckEWYg,4.0,0,0,0,"We've been coming here for years, and will continue too if they keep up this excellent service. There are times when it's absurdly crowded and waiting for an hour for a table. 

I've probably had the Herb Crushed Filet of Salmon over a few dozen times. Consistently good, what can I say. 

Avocado Egg Rolls for your app is a sure thing, ask for the ranch to dip with, believe me, it will change your outlook. 

Staff most of the time are tentative, occasionally there are times when service is slow, but that's expected with high volume locations. 

Most definite recommendation. The menu is overwhelming, and I'll need to try more to get a better understanding overall, but so far everything has enough taste to keep coming back.",2016-07-08 17:38:10
Vss8jpe1Vf3k28wC99SvsA,ndAYXLt22Yd4yTfosZlbPw,L8rJht4Jw_BuR8gsckEWYg,4.0,0,0,0,"I went here for my birthday last month and we went on a Tuesday night. There was 15 minute wait so don't expect to be seated immediately. The seating is also limited for those waiting. We got seated at a table that wasn't properly set up with plates and silverware. The lighting in the back is dim which I didn't enjoy. However, the service was excellent. My server helped me make a great choice for dinner. I got the fried cheese to start and the Alfredo with shrimp for dinner. Both were delicious! We got the Oreo cheesecake and it was so good.",2017-02-23 20:58:25
